.gitignore | ProdRef: False | TestRef: False | By: 5
.kilo\node_modules\effect\dist\unstable\devtools\DevToolsServer.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\devtools\DevToolsServer.js | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\devtools\DevToolsServer.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\devtools\index.d.ts | ProdRef: False | TestRef: False | By: 13
.kilo\node_modules\effect\dist\unstable\devtools\index.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\devtools\index.js | ProdRef: False | TestRef: False | By: 30
.kilo\node_modules\effect\dist\unstable\devtools\index.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\encoding\Msgpack.d.ts | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\encoding\Msgpack.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\encoding\Msgpack.js | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\encoding\Msgpack.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\encoding\Ndjson.d.ts | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\encoding\Ndjson.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\encoding\Ndjson.js | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\encoding\Ndjson.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\encoding\Sse.d.ts | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\encoding\Sse.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\encoding\Sse.js | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\encoding\Sse.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\encoding\index.d.ts | ProdRef: False | TestRef: False | By: 13
.kilo\node_modules\effect\dist\unstable\encoding\index.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\encoding\index.js | ProdRef: False | TestRef: False | By: 30
.kilo\node_modules\effect\dist\unstable\encoding\index.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\Event.d.ts | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\Event.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\Event.js | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\Event.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\EventGroup.d.ts | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\EventGroup.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\EventGroup.js | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\EventGroup.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\EventJournal.d.ts | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\EventJournal.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\EventJournal.js | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\EventJournal.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\EventLog.d.ts | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\EventLog.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\EventLog.js | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\EventLog.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\EventLogEncryption.d.ts | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\EventLogEncryption.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\EventLogEncryption.js | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\EventLogEncryption.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\EventLogMessage.d.ts | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\EventLogMessage.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\EventLogMessage.js | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\EventLogMessage.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\EventLogRemote.d.ts | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\EventLogRemote.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\EventLogRemote.js | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\EventLogRemote.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\EventLogServer.d.ts | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\EventLogServer.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\EventLogServer.js | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\EventLogServer.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\EventLogServerEncrypted.d.ts | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\EventLogServerEncrypted.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\EventLogServerEncrypted.js | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\EventLogServerEncrypted.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\EventLogServerUnencrypted.d.ts | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\EventLogServerUnencrypted.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\EventLogServerUnencrypted.js | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\EventLogServerUnencrypted.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\EventLogSessionAuth.d.ts | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\EventLogSessionAuth.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\EventLogSessionAuth.js | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\EventLogSessionAuth.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\SqlEventJournal.d.ts | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\SqlEventJournal.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\SqlEventJournal.js | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\SqlEventJournal.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\SqlEventLogServerEncrypted.d.ts | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\SqlEventLogServerEncrypted.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\SqlEventLogServerEncrypted.js | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\SqlEventLogServerEncrypted.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\SqlEventLogServerUnencrypted.d.ts | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\SqlEventLogServerUnencrypted.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\SqlEventLogServerUnencrypted.js | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\SqlEventLogServerUnencrypted.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\index.d.ts | ProdRef: False | TestRef: False | By: 13
.kilo\node_modules\effect\dist\unstable\eventlog\index.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\index.js | ProdRef: False | TestRef: False | By: 30
.kilo\node_modules\effect\dist\unstable\eventlog\index.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\internal\identityRootSecretDerivation.d.ts | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\internal\identityRootSecretDerivation.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\internal\identityRootSecretDerivation.js | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\eventlog\internal\identityRootSecretDerivation.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\Cookies.d.ts | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\Cookies.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\Cookies.js | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\Cookies.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\Etag.d.ts | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\Etag.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\Etag.js | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\Etag.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\FetchHttpClient.d.ts | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\FetchHttpClient.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\FetchHttpClient.js | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\FetchHttpClient.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\FindMyWay.d.ts | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\FindMyWay.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\FindMyWay.js | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\FindMyWay.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\Headers.d.ts | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\Headers.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\Headers.js | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\Headers.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpBody.d.ts | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpBody.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpBody.js | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpBody.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpClient.d.ts | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpClient.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpClient.js | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpClient.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpClientError.d.ts | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpClientError.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpClientError.js | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpClientError.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpClientRequest.d.ts | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpClientRequest.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpClientRequest.js | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpClientRequest.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpClientResponse.d.ts | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpClientResponse.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpClientResponse.js | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpClientResponse.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpEffect.d.ts | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpEffect.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpEffect.js | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpEffect.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpIncomingMessage.d.ts | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpIncomingMessage.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpIncomingMessage.js | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpIncomingMessage.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpMethod.d.ts | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpMethod.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpMethod.js | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpMethod.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpMiddleware.d.ts | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpMiddleware.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpMiddleware.js | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpMiddleware.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpPlatform.d.ts | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpPlatform.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpPlatform.js | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpPlatform.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpRouter.d.ts | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpRouter.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpRouter.js | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpRouter.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpServer.d.ts | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpServer.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpServer.js | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpServer.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpServerError.d.ts | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpServerError.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpServerError.js | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpServerError.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpServerRequest.d.ts | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpServerRequest.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpServerRequest.js | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpServerRequest.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpServerRespondable.d.ts | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpServerRespondable.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpServerRespondable.js | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpServerRespondable.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpServerResponse.d.ts | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpServerResponse.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpServerResponse.js | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpServerResponse.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpStaticServer.d.ts | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpStaticServer.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpStaticServer.js | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpStaticServer.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpTraceContext.d.ts | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpTraceContext.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpTraceContext.js | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\HttpTraceContext.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\Multipart.d.ts | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\Multipart.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\Multipart.js | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\Multipart.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\Multipasta.d.ts | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\Multipasta.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\Multipasta.js | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\Multipasta.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\Multipasta\HeadersParser.d.ts | ProdRef: False | TestRef: False | By: 1
.kilo\node_modules\effect\dist\unstable\http\Multipasta\HeadersParser.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\Multipasta\HeadersParser.js | ProdRef: False | TestRef: False | By: 1
.kilo\node_modules\effect\dist\unstable\http\Multipasta\HeadersParser.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\Multipasta\Node.d.ts | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\Multipasta\Node.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\Multipasta\Node.js | ProdRef: False | TestRef: False | By: 8
.kilo\node_modules\effect\dist\unstable\http\Multipasta\Node.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\Multipasta\Search.d.ts | ProdRef: False | TestRef: False | By: 1
.kilo\node_modules\effect\dist\unstable\http\Multipasta\Search.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\Multipasta\Search.js | ProdRef: False | TestRef: False | By: 1
.kilo\node_modules\effect\dist\unstable\http\Multipasta\Search.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\Multipasta\Web.d.ts | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\Multipasta\Web.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\Multipasta\Web.js | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\Multipasta\Web.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\Template.d.ts | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\Template.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\Template.js | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\Template.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\Url.d.ts | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\Url.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\Url.js | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\Url.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\UrlParams.d.ts | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\UrlParams.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\UrlParams.js | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\UrlParams.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\index.d.ts | ProdRef: False | TestRef: False | By: 13
.kilo\node_modules\effect\dist\unstable\http\index.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\index.js | ProdRef: False | TestRef: False | By: 30
.kilo\node_modules\effect\dist\unstable\http\index.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\internal\preResponseHandler.d.ts | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\internal\preResponseHandler.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\internal\preResponseHandler.js | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\http\internal\preResponseHandler.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\httpapi\HttpApi.d.ts | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\httpapi\HttpApi.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\httpapi\HttpApi.js | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\httpapi\HttpApi.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\httpapi\HttpApiBuilder.d.ts | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\httpapi\HttpApiBuilder.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\httpapi\HttpApiBuilder.js | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\httpapi\HttpApiBuilder.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\httpapi\HttpApiClient.d.ts | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\httpapi\HttpApiClient.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\httpapi\HttpApiClient.js | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\httpapi\HttpApiClient.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\httpapi\HttpApiEndpoint.d.ts | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\httpapi\HttpApiEndpoint.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\httpapi\HttpApiEndpoint.js | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\httpapi\HttpApiEndpoint.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\httpapi\HttpApiError.d.ts | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\httpapi\HttpApiError.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\httpapi\HttpApiError.js | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\httpapi\HttpApiError.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\httpapi\HttpApiGroup.d.ts | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\httpapi\HttpApiGroup.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\httpapi\HttpApiGroup.js | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\httpapi\HttpApiGroup.js.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\httpapi\HttpApiMiddleware.d.ts | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\httpapi\HttpApiMiddleware.d.ts.map | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\httpapi\HttpApiMiddleware.js | ProdRef: False | TestRef: False | By: 0
.kilo\node_modules\effect\dist\unstable\httpapi\HttpApiMiddleware.js.map | ProdRef: False | TestRef: False | By: 0
